player_id,last_transfer_to_club_id,last_transfer_date,last_transfer_fee,last_transfer_club_name,last_transfer_club_country,last_transfer_club_league,last_transfer_club_league_tier
3333,1237,2023-07-01,free transfer,Brighton & Hove Albion,England,Premier League,First Tier
7161,15,2023-07-05,€10.00m,Bayer 04 Leverkusen,Germany,Bundesliga,First Tier
7825,1050,2022-07-08,free transfer,Villarreal CF,Spain,LaLiga,First Tier
8198,18544,2023-01-01,,Al-Nassr FC,Saudi Arabia,Saudi Pro League,First Tier
11530,3205,2021-08-05,free transfer,Kayserispor,Türkiye,Süper Lig,First Tier
12282,12321,2023-07-07,free transfer,Girona FC,Spain,LaLiga,First Tier
12589,43,2020-07-01,free transfer,Heart of Midlothian FC,Scotland,Scottish Premiership,First Tier
14086,29,2023-07-13,free transfer,Everton FC,England,Premier League,First Tier
14555,281,2021-07-20,free transfer,Manchester City,England,Premier League,First Tier
15185,428,2021-07-06,free transfer,Górnik Zabrze,Poland,PKO BP Ekstraklasa,First Tier
15956,123,2025-01-01,,,,,
16136,417,2016-08-23,€2.50m,OGC Nice,France,Ligue 1,First Tier
16306,985,2022-08-22,€70.65m,Manchester United,England,Premier League,First Tier
16911,58,2023-09-05,free transfer,RSC Anderlecht,Belgium,Jupiler Pro League,First Tier
17259,27,2011-07-01,€30.00m,Bayern Munich,Germany,Bundesliga,First Tier
18922,8023,2023-07-01,free transfer,Al-Ittihad Club,Saudi Arabia,Saudi Pro League,First Tier
21040,715,2009-01-01,?,Bohemians Prague 1905,Czech Republic,Fortuna Liga,First Tier
21101,5544,2019-07-03,free transfer,1.FC Slovacko,Czech Republic,Fortuna Liga,First Tier
23951,273,2022-07-06,free transfer,Stade Rennais FC,France,Ligue 1,First Tier
26906,5546,2017-07-12,?,FK Mlada Boleslav,Czech Republic,Fortuna Liga,First Tier
27178,2424,2019-07-01,free transfer,Gil Vicente FC,Portugal,Liga Portugal,First Tier
27493,237,2023-08-28,free transfer,RCD Mallorca,Spain,LaLiga,First Tier
27807,410,2021-07-01,free transfer,Udinese Calcio,Italy,Serie A,First Tier
28308,168,2022-01-03,free transfer,Zaglebie Lubin,Poland,PKO BP Ekstraklasa,First Tier
28356,995,2019-08-01,free transfer,FC Nantes,France,Ligue 1,First Tier
28396,36,2023-07-01,free transfer,Fenerbahce,Türkiye,Süper Lig,First Tier
29241,2462,2024-07-10,free transfer,Fluminense Football Club,Brazil,Campeonato Brasileiro Série A,First Tier
29364,1075,2023-08-25,free transfer,SC Braga,Portugal,Liga Portugal,First Tier
29692,379,2018-07-01,€8.00m,West Ham United,England,Premier League,First Tier
29712,337,2022-07-14,free transfer,Birmingham City,England,Championship,Second Tier
31599,2036,2015-07-01,free transfer,1.FC Heidenheim 1846,Germany,Bundesliga,First Tier
31653,18,2015-07-01,free transfer,Borussia Mönchengladbach,Germany,Bundesliga,First Tier
32113,2919,2023-07-05,€3.00m,AC Monza,Italy,Serie A,First Tier
33571,1025,2020-09-17,free transfer,Bologna FC 1909,Italy,Serie A,First Tier
33706,515,2024-05-08,,,,,
33781,1082,2023-08-29,€200k,LOSC Lille,France,Ligue 1,First Tier
33829,515,2024-07-01,,,,,
33862,968,2022-07-01,free transfer,KVC Westerlo,Belgium,Jupiler Pro League,First Tier
33873,1039,2023-07-17,free transfer,Queens Park Rangers,England,Championship,Second Tier
34130,985,2021-07-02,free transfer,Manchester United,England,Premier League,First Tier
34542,5546,2021-07-05,free transfer,FK Mlada Boleslav,Czech Republic,Fortuna Liga,First Tier
35047,13,2022-07-06,free transfer,Atlético de Madrid,Spain,LaLiga,First Tier
35645,1496,2022-01-26,?,FK Pardubice,Czech Republic,Fortuna Liga,First Tier
36139,36,2023-07-16,free transfer,Fenerbahce,Türkiye,Süper Lig,First Tier
36898,35,2022-08-08,free transfer,FC St. Pauli,Germany,2. Bundesliga,Second Tier
37920,324,2021-08-21,free transfer,Pogon Szczecin,Poland,PKO BP Ekstraklasa,First Tier
38195,44006,2022-07-09,,Bodrum FK,Türkiye,1.Lig,Second Tier
38253,131,2022-07-19,€45.00m,FC Barcelona,Spain,LaLiga,First Tier
38746,255,2023-01-30,,Legia Warszawa,Poland,PKO BP Ekstraklasa,First Tier
38780,2425,2021-07-01,free transfer,Rio Ave FC,Portugal,Liga Portugal,First Tier
39125,124,2018-08-07,€2.45m,Rangers FC,Scotland,Scottish Premiership,First Tier
39333,7160,2023-07-11,free transfer,Eyüpspor,Türkiye,1.Lig,Second Tier
39728,16,2019-07-01,€30.50m,Borussia Dortmund,Germany,Bundesliga,First Tier
40034,24,2021-07-19,€250k,Eintracht Frankfurt,Germany,Bundesliga,First Tier
40433,46,2023-08-26,free transfer,Inter Milan,Italy,Serie A,First Tier
40478,968,2022-02-24,,KVC Westerlo,Belgium,Jupiler Pro League,First Tier
40633,252,2020-09-16,€1.95m,Genoa CFC,Italy,Serie A,First Tier
40680,27,2021-07-01,free transfer,Bayern Munich,Germany,Bundesliga,First Tier
41131,511,2023-08-03,?,Dundee FC,Scotland,Scottish Premiership,First Tier
41335,1293,2020-01-18,?,Tromsø IL,Norway,Eliteserien,First Tier
41384,46,2024-07-01,€8.00m,Inter Milan,Italy,Serie A,First Tier
41997,2817,2010-01-01,free transfer,Strømsgodset IF,Norway,Eliteserien,First Tier
42205,46,2023-08-07,€6.75m,Inter Milan,Italy,Serie A,First Tier
42401,255,2017-01-04,€900k,Legia Warszawa,Poland,PKO BP Ekstraklasa,First Tier
42412,985,2023-07-18,free transfer,Manchester United,England,Premier League,First Tier
42710,1096,2022-07-15,€4.00m,Royal Antwerp FC,Belgium,Jupiler Pro League,First Tier
42717,475,2022-07-01,?,Sint-Truidense VV,Belgium,Jupiler Pro League,First Tier
42735,157,2020-07-01,€1.50m,KAA Gent,Belgium,Jupiler Pro League,First Tier
43250,58,2022-09-02,free transfer,RSC Anderlecht,Belgium,Jupiler Pro League,First Tier
43530,515,2024-07-01,,,,,
43824,2036,2015-07-01,?,1.FC Heidenheim 1846,Germany,Bundesliga,First Tier
44058,506,2017-07-19,€18.40m,Juventus FC,Italy,Serie A,First Tier
44422,5546,2018-01-10,?,FK Mlada Boleslav,Czech Republic,Fortuna Liga,First Tier
44996,36,2019-01-31,free transfer,Fenerbahce,Türkiye,Süper Lig,First Tier
45026,12,2021-07-13,€11.80m,AS Roma,Italy,Serie A,First Tier
45146,3840,2023-09-15,free transfer,Adana Demirspor,Türkiye,Süper Lig,First Tier
45320,294,2023-07-05,free transfer,SL Benfica,Portugal,Liga Portugal,First Tier
45403,738,2023-11-11,,Le Havre AC,France,Ligue 1,First Tier
45425,324,2020-08-03,free transfer,Pogon Szczecin,Poland,PKO BP Ekstraklasa,First Tier
45494,515,2024-07-01,,,,,
45671,114,2022-07-02,free transfer,Besiktas JK,Türkiye,Süper Lig,First Tier
45672,24,2019-08-07,€7.00m,Eintracht Frankfurt,Germany,Bundesliga,First Tier
45683,60,2016-07-01,€1.20m,SC Freiburg,Germany,Bundesliga,First Tier
45717,110302,2023-07-01,,Avs Futebol SAD,Portugal,Liga Portugal 2,Second Tier
46252,6070,2023-07-31,€700k,Al-Khaleej FC,Saudi Arabia,Saudi Pro League,First Tier
46413,331,2021-07-01,€8.00m,CA Osasuna,Spain,LaLiga,First Tier
46552,5689,2023-08-30,free transfer,Cracovia,Poland,PKO BP Ekstraklasa,First Tier
46580,533,2016-07-01,€11.00m,TSG 1899 Hoffenheim,Germany,Bundesliga,First Tier
48015,15,2018-07-01,free transfer,Bayer 04 Leverkusen,Germany,Bundesliga,First Tier
48119,6890,2019-08-29,free transfer,Basaksehir FK,Türkiye,Süper Lig,First Tier
49499,7732,2023-09-02,€8.00m,Al-Ettifaq FC,Saudi Arabia,Saudi Pro League,First Tier
49723,24,2014-07-01,€1.00m,Eintracht Frankfurt,Germany,Bundesliga,First Tier
50219,2282,2019-08-05,€7.00m,Club Brugge KV,Belgium,Jupiler Pro League,First Tier
50655,11282,2013-07-17,?,Alanyaspor,Türkiye,Süper Lig,First Tier
51100,44,2012-08-31,free transfer,Hertha BSC,Germany,2. Bundesliga,Second Tier
51152,1114,2023-08-19,€52.60m,Al-Hilal SFC,Saudi Arabia,Saudi Pro League,First Tier
51471,281,2023-07-01,€29.10m,Manchester City,England,Premier League,First Tier
51894,114,2021-08-15,€1.30m,Besiktas JK,Türkiye,Süper Lig,First Tier
51977,82,2018-07-01,€500k,VfL Wolfsburg,Germany,Bundesliga,First Tier
52059,1148,2021-09-09,free transfer,Brentford FC,England,Premier League,First Tier
52261,6890,2014-07-11,free transfer,Basaksehir FK,Türkiye,Süper Lig,First Tier
52281,589,2021-07-05,free transfer,Antalyaspor,Türkiye,Süper Lig,First Tier
52570,148,2022-07-01,free transfer,Tottenham Hotspur,England,Premier League,First Tier
52769,931,2022-09-01,free transfer,Fulham FC,England,Premier League,First Tier
53418,23826,2017-08-31,€20.00m,RB Leipzig,Germany,Bundesliga,First Tier
53622,131,2023-07-01,free transfer,FC Barcelona,Spain,LaLiga,First Tier
54775,687,2018-07-25,free transfer,Molde FK,Norway,Eliteserien,First Tier
54906,46,2021-07-01,€3.30m,Inter Milan,Italy,Serie A,First Tier
55089,533,2014-07-01,€5.50m,TSG 1899 Hoffenheim,Germany,Bundesliga,First Tier
55099,60,2013-06-30,End of loan,SC Freiburg,Germany,Bundesliga,First Tier
55508,269,2021-08-17,free transfer,Holstein Kiel,Germany,2. Bundesliga,Second Tier
55605,3205,2023-09-15,?,Kayserispor,Türkiye,Süper Lig,First Tier
55666,9811,2024-01-01,free transfer,Deportivo Pereira,Colombia,Liga Dimayor Apertura,First Tier
55735,46,2022-07-01,free transfer,Inter Milan,Italy,Serie A,First Tier
55769,2919,2023-08-02,free transfer,AC Monza,Italy,Serie A,First Tier
56416,141,2022-08-08,free transfer,Galatasaray,Türkiye,Süper Lig,First Tier
57071,23826,2015-07-01,€3.00m,RB Leipzig,Germany,Bundesliga,First Tier
57280,430,2020-09-10,free transfer,ACF Fiorentina,Italy,Serie A,First Tier
57500,13,2023-07-06,free transfer,Atlético de Madrid,Spain,LaLiga,First Tier
57796,2036,2017-01-17,?,1.FC Heidenheim 1846,Germany,Bundesliga,First Tier
58088,141,2011-08-11,€6.75m,Galatasaray,Türkiye,Süper Lig,First Tier
58267,979,2024-01-17,free transfer,Moreirense FC,Portugal,Liga Portugal,First Tier
58358,27,2009-07-01,,Bayern Munich,Germany,Bundesliga,First Tier
58864,244,2023-07-21,free transfer,Olympique Marseille,France,Ligue 1,First Tier
58884,418,2012-09-01,,Real Madrid,Spain,LaLiga,First Tier
58965,2431,2024-01-31,free transfer,CF Estrela Amadora SAD,Portugal,Liga Portugal,First Tier
58993,370,2024-02-16,,Aberdeen FC,Scotland,Scottish Premiership,First Tier
58995,86,2021-07-01,free transfer,SV Werder Bremen,Germany,Bundesliga,First Tier
59016,418,2021-07-01,free transfer,Real Madrid,Spain,LaLiga,First Tier
59248,2431,2021-12-01,,CF Estrela Amadora SAD,Portugal,Liga Portugal,First Tier
59323,12321,2017-07-21,€2.50m,Girona FC,Spain,LaLiga,First Tier
59377,515,2023-07-01,,,,,
59543,987,2024-07-01,free transfer,Motherwell FC,Scotland,Scottish Premiership,First Tier
59561,1050,2020-08-12,€2.25m,Villarreal CF,Spain,LaLiga,First Tier
59641,2282,2022-01-31,€700k,Club Brugge KV,Belgium,Jupiler Pro League,First Tier
59772,5225,2021-07-16,free transfer,FC Zbrojovka Brno,Czech Republic,Fortuna Narodni liga,Second Tier
59791,110302,2023-07-01,free transfer,Avs Futebol SAD,Portugal,Liga Portugal 2,Second Tier
59970,660,2010-07-01,?,Shakhtar Donetsk,Ukraine,Premier Liga,First Tier
60543,738,2019-07-01,free transfer,Le Havre AC,France,Ligue 1,First Tier
60561,1041,2011-07-01,,Olympique Lyon,France,Ligue 1,First Tier
61697,515,2024-07-01,,,,,
61764,4294,2022-07-01,free transfer,SC Farense,Portugal,Liga Portugal,First Tier
61812,621,2018-07-02,€24.00m,Athletic Bilbao,Spain,LaLiga,First Tier
61841,989,2014-01-28,?,AFC Bournemouth,England,Premier League,First Tier
61842,1031,2023-10-11,,Luton Town,England,Premier League,First Tier
62121,17209,2023-08-15,free transfer,Al-Wehda FC,Saudi Arabia,Saudi Pro League,First Tier
62351,1420,2017-01-01,,Angers SCO,France,Ligue 2,Second Tier
63047,6541,2023-09-02,free transfer,SK Slavia Prague B,Czech Republic,Ceska fotbalova liga,Third Tier
63443,4309,2023-03-08,free transfer,Hamarkameratene,Norway,Eliteserien,First Tier
63751,450,2023-07-01,free transfer,FK Dukla Prague,Czech Republic,Fortuna Narodni liga,Second Tier
63828,450,2007-07-01,?,FK Dukla Prague,Czech Republic,Fortuna Narodni liga,Second Tier
63859,1496,2017-07-01,free transfer,FK Pardubice,Czech Republic,Fortuna Liga,First Tier
63955,1897,2023-07-01,free transfer,FC Hradec Kralove,Czech Republic,Fortuna Liga,First Tier
63965,697,2020-08-15,free transfer,FC Slovan Liberec,Czech Republic,Fortuna Liga,First Tier
64000,1532,2024-02-13,,Albacete Balompié,Spain,LaLiga2,Second Tier
64303,5544,2022-01-03,?,1.FC Slovacko,Czech Republic,Fortuna Liga,First Tier
64399,940,2023-09-01,free transfer,Celta de Vigo,Spain,LaLiga,First Tier
64793,1390,2017-08-30,€9.80m,Cagliari Calcio,Italy,Serie A,First Tier
65278,398,2021-08-19,free transfer,SS Lazio,Italy,Serie A,First Tier
66100,131,2023-07-19,€3.40m,FC Barcelona,Spain,LaLiga,First Tier
67063,1237,2020-10-18,free transfer,Brighton & Hove Albion,England,Premier League,First Tier
67556,2919,2024-01-26,€2.00m,AC Monza,Italy,Serie A,First Tier
67797,159,2024-06-30,End of loan,Red Star Belgrade,Serbia,Super liga Srbije,First Tier
68390,29,2010-05-31,End of loan,Everton FC,England,Premier League,First Tier
68626,1114,2021-02-07,€663k,Al-Hilal SFC,Saudi Arabia,Saudi Pro League,First Tier
68863,141,2023-07-26,€10.00m,Galatasaray,Türkiye,Süper Lig,First Tier
69633,985,2022-07-15,free transfer,Manchester United,England,Premier League,First Tier
70131,44006,2023-07-06,free transfer,Bodrum FK,Türkiye,1.Lig,Second Tier
70170,814,2020-01-20,?,FK Teplice,Czech Republic,Fortuna Liga,First Tier
70176,28893,2024-06-30,End of loan,Puszcza Niepolomice,Poland,PKO BP Ekstraklasa,First Tier
70359,8024,2022-01-10,,FC Arouca,Portugal,Liga Portugal,First Tier
70580,46,2023-07-13,free transfer,Inter Milan,Italy,Serie A,First Tier
70639,5544,2010-06-30,End of loan,1.FC Slovacko,Czech Republic,Fortuna Liga,First Tier
70690,377,2024-06-30,End of loan,FC Banik Ostrava,Czech Republic,Fortuna Liga,First Tier
70699,5544,2018-07-30,?,1.FC Slovacko,Czech Republic,Fortuna Liga,First Tier
71019,238,2021-01-09,free transfer,Lech Poznan,Poland,PKO BP Ekstraklasa,First Tier
71271,31,2019-08-05,free transfer,Liverpool FC,England,Premier League,First Tier
71292,703,2024-06-30,End of loan,Nottingham Forest,England,Premier League,First Tier
72047,940,2015-07-07,€5.30m,Celta de Vigo,Spain,LaLiga,First Tier
72414,273,2023-07-18,free transfer,Stade Rennais FC,France,Ligue 1,First Tier
72441,800,2015-08-26,€3.87m,Atalanta BC,Italy,Serie A,First Tier
72476,931,2022-08-02,€3.60m,Fulham FC,England,Premier League,First Tier
72736,3948,2020-08-12,free transfer,Union Saint-Gilloise,Belgium,Jupiler Pro League,First Tier
72768,2420,2024-01-24,free transfer,Vitória Guimarães SC,Portugal,Liga Portugal,First Tier
72947,1321,2023-07-01,free transfer,SK Dynamo Ceske Budejovice,Czech Republic,Fortuna Liga,First Tier
73323,10217,2023-08-31,,Sarpsborg 08 FF,Norway,Eliteserien,First Tier
73327,239,2020-01-09,free transfer,Viking FK,Norway,Eliteserien,First Tier
73333,76,2022-01-15,€800k,Vålerenga Fotball Elite,Norway,OBOS-ligaen,Second Tier
73396,18544,2022-07-11,free transfer,Al-Nassr FC,Saudi Arabia,Saudi Pro League,First Tier
73517,368,2023-08-20,free transfer,Sevilla FC,Spain,LaLiga,First Tier
73564,1237,2018-07-01,free transfer,Brighton & Hove Albion,England,Premier League,First Tier
73782,2352,2020-01-01,free transfer,CD América de Cali,Colombia,Liga Dimayor Apertura,First Tier
73794,416,2024-07-01,€5.60m,Torino FC,Italy,Serie A,First Tier
73926,276,2024-06-30,End of loan,Hellas Verona,Italy,Serie A,First Tier
74230,543,2023-01-17,€5.00m,Wolverhampton Wanderers,England,Premier League,First Tier
74294,368,2019-07-23,free transfer,Sevilla FC,Spain,LaLiga,First Tier
74475,10090,2021-01-01,?,Asociación Deportivo Pasto,Colombia,Liga Dimayor Apertura,First Tier
74641,1467,2022-08-16,free transfer,Göztepe,Türkiye,1.Lig,Second Tier
74668,11648,2024-01-01,free transfer,Independiente Santa Fe,Colombia,Liga Dimayor Apertura,First Tier
74683,1041,2024-01-27,€2.60m,Olympique Lyon,France,Ligue 1,First Tier
74810,1148,2022-07-22,free transfer,Brentford FC,England,Premier League,First Tier
74842,24,2022-07-01,€3.00m,Eintracht Frankfurt,Germany,Bundesliga,First Tier
74857,131,2014-07-01,€12.00m,FC Barcelona,Spain,LaLiga,First Tier
74960,762,2023-01-01,End of loan,Newcastle United,England,Premier League,First Tier
75411,506,2017-06-30,End of loan,Juventus FC,Italy,Serie A,First Tier
75458,405,2022-07-01,€3.50m,Aston Villa,England,Premier League,First Tier
75471,7178,2024-03-11,free transfer,Criciúma Esporte Clube,Brazil,Campeonato Brasileiro Série A,First Tier
75489,16,2023-08-31,€17.00m,Borussia Dortmund,Germany,Bundesliga,First Tier
75921,89,2014-07-01,free transfer,1.FC Union Berlin,Germany,Bundesliga,First Tier
75942,221,2023-08-16,free transfer,Santos FC,Brazil,Campeonato Brasileiro Série B,Second Tier
76158,16,2022-07-01,free transfer,Borussia Dortmund,Germany,Bundesliga,First Tier
76274,607,2023-07-20,free transfer,Venezia FC,Italy,Serie B,Second Tier
76326,1096,2024-07-01,free transfer,Royal Antwerp FC,Belgium,Jupiler Pro League,First Tier
76467,1050,2022-07-28,€980k,Villarreal CF,Spain,LaLiga,First Tier
76648,11854,2024-01-01,?,Junior FC,Colombia,Liga Dimayor Apertura,First Tier
76655,88,2021-02-24,free transfer,Widzew Lodz,Poland,PKO BP Ekstraklasa,First Tier
77001,723,2023-03-08,,Almere City FC,Netherlands,Eredivisie,First Tier
77100,585,2023-08-02,free transfer,São Paulo Futebol Clube,Brazil,Campeonato Brasileiro Série A,First Tier
77710,114,2009-07-01,,Besiktas JK,Türkiye,Süper Lig,First Tier
77715,511,2024-01-17,free transfer,Dundee FC,Scotland,Scottish Premiership,First Tier
78047,1290,2014-07-01,free transfer,Grenoble Foot 38,France,Ligue 2,Second Tier
78243,3527,2020-01-15,free transfer,Motor Lublin,Poland,Fortuna 1 Liga,Second Tier
78339,88,2024-02-13,free transfer,Widzew Lodz,Poland,PKO BP Ekstraklasa,First Tier
78507,41274,2023-07-28,free transfer,Beerschot V.A.,Belgium,Challenger Pro League,Second Tier
78570,3948,2020-07-30,free transfer,Union Saint-Gilloise,Belgium,Jupiler Pro League,First Tier
79110,2381,2023-09-15,free transfer,Sivasspor,Türkiye,Süper Lig,First Tier
79294,499,2023-07-18,free transfer,Vitesse Arnhem,Netherlands,Eredivisie,First Tier
79967,35,2023-09-01,?,FC St. Pauli,Germany,2. Bundesliga,Second Tier
80059,6646,2024-06-30,End of loan,Fatih Karagümrük,Türkiye,Süper Lig,First Tier
80444,405,2024-06-30,End of loan,Aston Villa,England,Premier League,First Tier
80894,1025,2018-07-01,€9.00m,Bologna FC 1909,Italy,Serie A,First Tier
81512,410,2023-07-25,€6.50m,Udinese Calcio,Italy,Serie A,First Tier
81800,715,2021-07-02,free transfer,Bohemians Prague 1905,Czech Republic,Fortuna Liga,First Tier
81991,5544,2015-06-30,End of loan,1.FC Slovacko,Czech Republic,Fortuna Liga,First Tier
82009,89,2023-08-17,€4.00m,1.FC Union Berlin,Germany,Bundesliga,First Tier
82048,1005,2023-09-11,,US Lecce,Italy,Serie A,First Tier
82350,39,2011-12-31,End of loan,1.FSV Mainz 05,Germany,Bundesliga,First Tier
82503,367,2023-07-05,free transfer,Rayo Vallecano,Spain,LaLiga,First Tier
82873,1237,2017-07-01,€3.00m,Brighton & Hove Albion,England,Premier League,First Tier
83616,324,2019-07-01,free transfer,Pogon Szczecin,Poland,PKO BP Ekstraklasa,First Tier
84301,1082,2019-07-17,€7.00m,LOSC Lille,France,Ligue 1,First Tier
84435,89,2024-01-11,?,1.FC Union Berlin,Germany,Bundesliga,First Tier
84711,982,2022-07-01,free transfer,CD Nacional,Portugal,Liga Portugal 2,Second Tier
84765,749,2023-07-01,€1.50m,FC Empoli,Italy,Serie A,First Tier
84938,409,2024-01-06,,Red Bull Salzburg,Austria,Bundesliga,First Tier
84992,371,2010-07-01,,Celtic FC,Scotland,Scottish Premiership,First Tier
85177,873,2020-10-14,free transfer,Crystal Palace,England,Premier League,First Tier
85288,150,2023-07-26,,Real Betis Balompié,Spain,LaLiga,First Tier
85291,152,2023-01-26,?,Samsunspor,Türkiye,Süper Lig,First Tier
85295,367,2021-07-14,free transfer,Rayo Vallecano,Spain,LaLiga,First Tier
85314,27190,2017-01-01,€60.00m,Shanghai Port,China,Chinese Super League,First Tier
85370,131,2013-07-01,,FC Barcelona,Spain,LaLiga,First Tier
85393,1390,2022-07-02,free transfer,Cagliari Calcio,Italy,Serie A,First Tier
85528,410,2021-07-20,€2.20m,Udinese Calcio,Italy,Serie A,First Tier
85543,15,2019-06-30,End of loan,Bayer 04 Leverkusen,Germany,Bundesliga,First Tier
85627,371,2018-07-01,free transfer,Celtic FC,Scotland,Scottish Premiership,First Tier
85791,18,2019-07-01,€12.50m,Borussia Mönchengladbach,Germany,Bundesliga,First Tier
85906,39,2022-07-01,free transfer,1.FSV Mainz 05,Germany,Bundesliga,First Tier
85941,281,2022-07-01,free transfer,Manchester City,England,Premier League,First Tier
86083,4096,2024-01-02,free transfer,SS Turris Calcio,Italy,Serie C - Girone C,Third Tier
86202,418,2022-07-01,free transfer,Real Madrid,Spain,LaLiga,First Tier
86784,416,2020-09-01,€1.95m,Torino FC,Italy,Serie A,First Tier
87854,7160,2023-09-01,€300k,Eyüpspor,Türkiye,1.Lig,Second Tier
88103,585,2023-07-29,,São Paulo Futebol Clube,Brazil,Campeonato Brasileiro Série A,First Tier
88262,2282,2022-08-22,€2.00m,Club Brugge KV,Belgium,Jupiler Pro League,First Tier
88374,589,2020-01-17,free transfer,Antalyaspor,Türkiye,Süper Lig,First Tier
88595,1047,2023-07-01,free transfer,Como 1907,Italy,Serie B,Second Tier
88647,35,2023-07-01,free transfer,FC St. Pauli,Germany,2. Bundesliga,Second Tier
88680,2919,2021-07-17,€800k,AC Monza,Italy,Serie A,First Tier
88682,506,2021-06-30,End of loan,Juventus FC,Italy,Serie A,First Tier
88685,3037,2021-08-20,free transfer,Calcio Padova,Italy,Serie C - Girone A,Third Tier
88755,281,2015-08-30,€76.00m,Manchester City,England,Premier League,First Tier
89231,515,2024-07-01,,,,,
89647,23184,2024-01-31,free transfer,KFUM-Kameratene Oslo,Norway,Eliteserien,First Tier
89654,968,2021-07-07,free transfer,KVC Westerlo,Belgium,Jupiler Pro League,First Tier
90317,39,2023-07-01,?,1.FSV Mainz 05,Germany,Bundesliga,First Tier
90681,1465,2023-08-07,,GD Estoril Praia,Portugal,Liga Portugal,First Tier
91059,36,2022-07-13,free transfer,Fenerbahce,Türkiye,Süper Lig,First Tier
91315,2553,2023-07-21,free transfer,Kilmarnock FC,Scotland,Scottish Premiership,First Tier
91845,148,2015-08-28,€30.00m,Tottenham Hotspur,England,Premier League,First Tier
91945,11282,2023-07-04,free transfer,Alanyaspor,Türkiye,Süper Lig,First Tier
91949,110302,2023-07-01,,Avs Futebol SAD,Portugal,Liga Portugal 2,Second Tier
91970,46,2023-07-19,free transfer,Inter Milan,Italy,Serie A,First Tier
92076,9840,2022-07-05,€936k,Al-Shabab FC,Saudi Arabia,Saudi Pro League,First Tier
92164,58,2023-08-15,€2.00m,RSC Anderlecht,Belgium,Jupiler Pro League,First Tier
92571,379,2014-07-03,€4.75m,West Ham United,England,Premier League,First Tier
92572,873,2012-07-01,€650k,Crystal Palace,England,Premier League,First Tier
92751,1057,2023-01-17,free transfer,Bryne FK,Norway,OBOS-ligaen,Second Tier
92947,714,2021-07-28,€1.00m,RCD Espanyol Barcelona,Spain,LaLiga2,Second Tier
93128,1114,2023-07-01,€23.00m,Al-Hilal SFC,Saudi Arabia,Saudi Pro League,First Tier
93604,60,2015-07-01,free transfer,SC Freiburg,Germany,Bundesliga,First Tier
93707,60,2012-07-01,,SC Freiburg,Germany,Bundesliga,First Tier
93720,1041,2022-07-01,free transfer,Olympique Lyon,France,Ligue 1,First Tier
93740,23826,2015-07-01,€2.00m,RB Leipzig,Germany,Bundesliga,First Tier
93763,89,2023-07-26,free transfer,1.FC Union Berlin,Germany,Bundesliga,First Tier
93827,269,2021-07-05,free transfer,Holstein Kiel,Germany,2. Bundesliga,Second Tier
93844,86,2020-07-15,€7.00m,SV Werder Bremen,Germany,Bundesliga,First Tier
93936,1108,2023-08-13,free transfer,Deportivo Alavés,Spain,LaLiga,First Tier
94005,800,2023-07-06,free transfer,Atalanta BC,Italy,Serie A,First Tier
94030,2036,2016-07-01,€350k,1.FC Heidenheim 1846,Germany,Bundesliga,First Tier
94172,2311,2020-02-20,€140k,SK Sigma Olomouc,Czech Republic,Fortuna Liga,First Tier
94192,48,2023-07-01,free transfer,Karlsruher SC,Germany,2. Bundesliga,Second Tier
94199,868,2023-07-11,€350k,MKE Ankaragücü,Türkiye,Süper Lig,First Tier
94308,368,2021-07-04,free transfer,Sevilla FC,Spain,LaLiga,First Tier
94529,12,2021-01-30,free transfer,AS Roma,Italy,Serie A,First Tier
95424,281,2017-07-14,€52.70m,Manchester City,England,Premier League,First Tier
95604,7160,2023-08-14,€300k,Eyüpspor,Türkiye,1.Lig,Second Tier
95732,714,2022-09-01,free transfer,RCD Espanyol Barcelona,Spain,LaLiga2,Second Tier
95736,130,2022-07-14,€940k,Parma Calcio 1913,Italy,Serie B,Second Tier
95792,1322,2022-06-30,End of loan,FK Jablonec,Czech Republic,Fortuna Liga,First Tier
95802,2311,2022-01-03,free transfer,SK Sigma Olomouc,Czech Republic,Fortuna Liga,First Tier
95805,715,2018-07-01,?,Bohemians Prague 1905,Czech Republic,Fortuna Liga,First Tier
95810,762,2022-01-07,€14.00m,Newcastle United,England,Premier League,First Tier
95950,370,2023-07-01,?,Aberdeen FC,Scotland,Scottish Premiership,First Tier
95976,180,2016-08-01,€4.70m,Southampton FC,England,Championship,Second Tier
96047,941,2012-07-12,€450k,FC Viktoria Plzen,Czech Republic,Fortuna Liga,First Tier
96254,430,2019-07-07,free transfer,ACF Fiorentina,Italy,Serie A,First Tier
96341,631,2024-06-30,End of loan,Chelsea FC,England,Premier League,First Tier
98067,43,2022-09-02,free transfer,Heart of Midlothian FC,Scotland,Scottish Premiership,First Tier
98131,152,2022-08-03,free transfer,Samsunspor,Türkiye,Süper Lig,First Tier
99331,1003,2021-08-13,€17.60m,Leicester City,England,Championship,Second Tier
99343,621,2023-01-31,free transfer,Athletic Bilbao,Spain,LaLiga,First Tier
99353,12321,2023-09-01,€1.50m,Girona FC,Spain,LaLiga,First Tier
99451,30,2019-07-01,?,FC Hansa Rostock,Germany,2. Bundesliga,Second Tier
99922,150,2023-07-24,free transfer,Real Betis Balompié,Spain,LaLiga,First Tier
100131,150,2018-07-13,€18.50m,Real Betis Balompié,Spain,LaLiga,First Tier
