player_id,last_transfer_to_club_id,last_transfer_date,last_transfer_fee,last_transfer_club_name,last_transfer_club_country,last_transfer_club_league,last_transfer_club_league_tier
256267,237,2022-07-22,€8.02m,RCD Mallorca,Spain,LaLiga,First Tier
256339,1038,2024-06-30,End of loan,UC Sampdoria,Italy,Serie B,Second Tier
256429,2687,2023-07-01,€1.00m,Cádiz CF,Spain,LaLiga,First Tier
256448,12,2020-09-01,€24.00m,AS Roma,Italy,Serie A,First Tier
256977,543,2024-06-30,End of loan,Wolverhampton Wanderers,England,Premier League,First Tier
257062,367,2018-08-23,€4.50m,Rayo Vallecano,Spain,LaLiga,First Tier
257376,3709,2022-07-11,€750k,Getafe CF,Spain,LaLiga,First Tier
257455,931,2022-07-04,€22.00m,Fulham FC,England,Premier League,First Tier
257462,5,2023-09-01,free transfer,AC Milan,Italy,Serie A,First Tier
257474,416,2020-06-30,End of loan,Torino FC,Italy,Serie A,First Tier
257707,2425,2021-08-25,free transfer,Rio Ave FC,Portugal,Liga Portugal,First Tier
257732,6195,2020-08-31,End of loan,SSC Napoli,Italy,Serie A,First Tier
257785,3205,2021-07-28,,Kayserispor,Türkiye,Süper Lig,First Tier
257805,22381,2023-08-20,€3.00m,Al-Raed SFC,Saudi Arabia,Saudi Pro League,First Tier
257808,501,2022-01-13,?,FK Bodø/Glimt,Norway,Eliteserien,First Tier
257814,16,2021-07-01,€15.00m,Borussia Dortmund,Germany,Bundesliga,First Tier
257851,683,2024-01-31,?,Olympiacos Piraeus,Greece,Super League 1,First Tier
258002,168,2023-02-07,?,Zaglebie Lubin,Poland,PKO BP Ekstraklasa,First Tier
258004,281,2020-09-29,€71.60m,Manchester City,England,Premier League,First Tier
258005,683,2023-06-30,End of loan,Olympiacos Piraeus,Greece,Super League 1,First Tier
258007,9644,2022-07-29,€500k,Raków Częstochowa,Poland,PKO BP Ekstraklasa,First Tier
258027,583,2024-06-30,End of loan,Paris Saint-Germain,France,Ligue 1,First Tier
258032,515,2024-07-01,,,,,
258039,24,2022-07-01,free transfer,Eintracht Frankfurt,Germany,Bundesliga,First Tier
258626,18544,2021-07-01,€8.00m,Al-Nassr FC,Saudi Arabia,Saudi Pro League,First Tier
258878,515,2024-07-01,,,,,
258889,989,2019-01-04,€21.20m,AFC Bournemouth,England,Premier League,First Tier
258911,18544,2024-06-30,End of loan,Al-Nassr FC,Saudi Arabia,Saudi Pro League,First Tier
258912,903,2024-01-24,,Hibernian FC,Scotland,Scottish Premiership,First Tier
258919,873,2023-08-31,€17.50m,Crystal Palace,England,Premier League,First Tier
258923,985,2016-01-01,,Manchester United,England,Premier League,First Tier
258987,940,2023-08-10,€5.00m,Celta de Vigo,Spain,LaLiga,First Tier
259025,449,2022-08-31,€2.00m,Trabzonspor,Türkiye,Süper Lig,First Tier
259953,36,2024-07-01,€3.50m,Fenerbahce,Türkiye,Süper Lig,First Tier
260038,377,2021-07-02,€430k,FC Banik Ostrava,Czech Republic,Fortuna Liga,First Tier
260071,62,2024-06-30,End of loan,SK Slavia Prague,Czech Republic,Fortuna Liga,First Tier
260166,703,2024-06-30,End of loan,Nottingham Forest,England,Premier League,First Tier
260377,679,2024-12-31,End of loan,Club Athletico Paranaense,Brazil,Campeonato Brasileiro Série A,First Tier
260381,4291,2019-11-30,End of loan,Portland Timbers,United States,Major League Soccer,First Tier
260385,1214,2022-07-01,?,Club Cerro Porteño,Paraguay,Primera División Apertura,First Tier
260706,15906,2020-08-12,€45k,Bruk-Bet Termalica Nieciecza,Poland,Fortuna 1 Liga,Second Tier
260806,172,2022-03-14,,R Charleroi SC,Belgium,Jupiler Pro League,First Tier
260827,873,2021-07-28,€17.50m,Crystal Palace,England,Premier League,First Tier
260841,1003,2024-05-31,End of loan,Leicester City,England,Championship,Second Tier
260842,5546,2023-07-04,?,FK Mlada Boleslav,Czech Republic,Fortuna Liga,First Tier
260846,197,2022-07-20,€700k,AC Sparta Prague,Czech Republic,Fortuna Liga,First Tier
261085,9644,2022-08-03,€400k,Raków Częstochowa,Poland,PKO BP Ekstraklasa,First Tier
261155,7146,2021-02-11,free transfer,Warta Poznan,Poland,PKO BP Ekstraklasa,First Tier
261182,14806,2021-04-08,free transfer,CA Cerro,Uruguay,Primera División Apertura,First Tier
261504,12321,2021-07-23,free transfer,Girona FC,Spain,LaLiga,First Tier
261913,941,2019-12-31,End of loan,FC Viktoria Plzen,Czech Republic,Fortuna Liga,First Tier
261927,1075,2017-07-18,free transfer,SC Braga,Portugal,Liga Portugal,First Tier
262226,931,2023-08-29,€13.00m,Fulham FC,England,Premier League,First Tier
262300,180,2023-07-11,free transfer,Southampton FC,England,Championship,Second Tier
262396,621,2018-07-01,,Athletic Bilbao,Spain,LaLiga,First Tier
262523,5,2015-07-01,,AC Milan,Italy,Serie A,First Tier
262545,2759,2020-07-01,free transfer,Ross County FC,Scotland,Scottish Premiership,First Tier
262704,715,2023-07-12,?,Bohemians Prague 1905,Czech Republic,Fortuna Liga,First Tier
262749,1148,2024-06-30,End of loan,Brentford FC,England,Premier League,First Tier
262845,1114,2022-01-30,€1.30m,Al-Hilal SFC,Saudi Arabia,Saudi Pro League,First Tier
262939,1050,2024-06-30,End of loan,Villarreal CF,Spain,LaLiga,First Tier
262980,873,2023-07-01,free transfer,Crystal Palace,England,Premier League,First Tier
263236,826,2021-08-06,€5.50m,RC Lens,France,Ligue 1,First Tier
263359,1496,2021-01-19,?,FK Pardubice,Czech Republic,Fortuna Liga,First Tier
263380,533,2024-06-30,End of loan,TSG 1899 Hoffenheim,Germany,Bundesliga,First Tier
263546,3205,2020-09-03,?,Kayserispor,Türkiye,Süper Lig,First Tier
263727,368,2019-07-01,€14.00m,Sevilla FC,Spain,LaLiga,First Tier
263843,759,2022-07-10,free transfer,Slask Wroclaw,Poland,PKO BP Ekstraklasa,First Tier
263918,162,2018-07-27,€30.00m,AS Monaco,France,Ligue 1,First Tier
264014,6600,2023-07-13,€1.45m,Sport Club Internacional,Brazil,Campeonato Brasileiro Série A,First Tier
264116,1390,2024-06-30,End of loan,Cagliari Calcio,Italy,Serie A,First Tier
264236,40079,2023-07-15,?,Al-Tai FC,Saudi Arabia,Saudi Pro League,First Tier
264278,7154,2023-07-01,free transfer,Radomiak Radom,Poland,PKO BP Ekstraklasa,First Tier
264302,2578,2023-07-14,free transfer,St. Johnstone FC,Scotland,Scottish Premiership,First Tier
264372,12321,2023-01-17,€5.00m,Girona FC,Spain,LaLiga,First Tier
264720,28848,2019-07-01,,Al-Faisaly FC,Saudi Arabia,Saudi First Division League,Second Tier
264796,255,2022-07-30,free transfer,Legia Warszawa,Poland,PKO BP Ekstraklasa,First Tier
264872,1750,2022-07-19,free transfer,GKS Tychy,Poland,Fortuna 1 Liga,Second Tier
264888,7732,2024-06-30,End of loan,Al-Ettifaq FC,Saudi Arabia,Saudi Pro League,First Tier
264909,18544,2020-09-10,€5.56m,Al-Nassr FC,Saudi Arabia,Saudi Pro League,First Tier
264938,28893,2018-01-08,€13k,Puszcza Niepolomice,Poland,PKO BP Ekstraklasa,First Tier
264956,26,2022-07-01,free transfer,FC Basel 1893,Switzerland,Super League,First Tier
265038,7805,2022-07-22,?,MFK Chrudim,Czech Republic,Fortuna Narodni liga,Second Tier
265051,5544,2022-08-10,?,1.FC Slovacko,Czech Republic,Fortuna Liga,First Tier
265056,814,2019-02-20,?,FK Teplice,Czech Republic,Fortuna Liga,First Tier
265078,1047,2022-08-29,?,Como 1907,Italy,Serie B,Second Tier
265088,506,2023-07-01,€36.40m,Juventus FC,Italy,Serie A,First Tier
265127,2282,2023-06-30,End of loan,Club Brugge KV,Belgium,Jupiler Pro League,First Tier
265209,80,2023-07-01,free transfer,VfL Bochum,Germany,Bundesliga,First Tier
265542,3840,2019-01-16,free transfer,Adana Demirspor,Türkiye,Süper Lig,First Tier
265545,5689,2024-02-13,free transfer,Cracovia,Poland,PKO BP Ekstraklasa,First Tier
265569,152,2023-02-17,?,Samsunspor,Türkiye,Süper Lig,First Tier
265763,601,2023-08-15,?,KV Kortrijk,Belgium,Jupiler Pro League,First Tier
265879,5544,2022-09-02,?,1.FC Slovacko,Czech Republic,Fortuna Liga,First Tier
265893,28893,2023-07-01,free transfer,Puszcza Niepolomice,Poland,PKO BP Ekstraklasa,First Tier
265990,2759,2024-02-01,free transfer,Ross County FC,Scotland,Scottish Premiership,First Tier
266070,10663,2024-01-30,free transfer,Liverpool FC Montevideo,Uruguay,Primera División Apertura,First Tier
266239,6456,2021-07-01,free transfer,GKS Katowice,Poland,Fortuna 1 Liga,Second Tier
266250,6112,2018-08-08,free transfer,Piast Gliwice,Poland,PKO BP Ekstraklasa,First Tier
266269,6112,2020-08-01,free transfer,Piast Gliwice,Poland,PKO BP Ekstraklasa,First Tier
266302,1114,2023-07-12,€40.00m,Al-Hilal SFC,Saudi Arabia,Saudi Pro League,First Tier
266359,273,2017-07-01,€3.50m,Stade Rennais FC,France,Ligue 1,First Tier
266807,13,2015-01-01,€10.50m,Atlético de Madrid,Spain,LaLiga,First Tier
267152,428,2023-07-04,free transfer,Górnik Zabrze,Poland,PKO BP Ekstraklasa,First Tier
267503,13726,2023-07-19,?,MFK Karvina,Czech Republic,Fortuna Liga,First Tier
267967,1114,2024-06-30,End of loan,Al-Hilal SFC,Saudi Arabia,Saudi Pro League,First Tier
268095,8023,2023-07-11,free transfer,Al-Ittihad Club,Saudi Arabia,Saudi Pro League,First Tier
268112,932,2024-06-30,End of loan,Lokomotiv Moscow,Russia,Premier Liga,First Tier
268327,3948,2023-07-01,€1.20m,Union Saint-Gilloise,Belgium,Jupiler Pro League,First Tier
268429,410,2022-07-01,free transfer,Udinese Calcio,Italy,Serie A,First Tier
268620,76,2020-09-11,?,Vålerenga Fotball Elite,Norway,OBOS-ligaen,Second Tier
268713,2817,2023-08-04,?,Strømsgodset IF,Norway,Eliteserien,First Tier
269171,10484,2023-02-08,?,Kasimpasa,Türkiye,Süper Lig,First Tier
269503,239,2022-08-30,?,Viking FK,Norway,Eliteserien,First Tier
270171,1148,2020-10-03,€600k,Brentford FC,England,Premier League,First Tier
270393,515,2024-07-01,,,,,
270541,79,2023-07-01,€9.00m,VfB Stuttgart,Germany,Bundesliga,First Tier
270791,1321,2023-07-01,€65k,SK Dynamo Ceske Budejovice,Czech Republic,Fortuna Liga,First Tier
270905,238,2023-07-01,free transfer,Lech Poznan,Poland,PKO BP Ekstraklasa,First Tier
271021,1533,2021-07-21,€1.00m,SD Eibar,Spain,LaLiga2,Second Tier
271098,2282,2023-08-01,€2.50m,Club Brugge KV,Belgium,Jupiler Pro League,First Tier
271441,9010,2023-01-20,?,FCV Dender EH,Belgium,Challenger Pro League,Second Tier
271455,940,2023-09-01,€1.50m,Celta de Vigo,Spain,LaLiga,First Tier
271495,3008,2024-02-01,€2.50m,Hull City,England,Championship,Second Tier
271716,25467,2023-01-25,€206k,Philadelphia Union,United States,Major League Soccer,First Tier
272261,430,2023-01-31,€7.86m,ACF Fiorentina,Italy,Serie A,First Tier
272278,79,2021-07-19,€2.50m,VfB Stuttgart,Germany,Bundesliga,First Tier
272537,3527,2023-07-01,free transfer,Motor Lublin,Poland,Fortuna 1 Liga,Second Tier
272539,354,2022-09-01,?,KV Mechelen,Belgium,Jupiler Pro League,First Tier
272542,13653,2023-02-22,free transfer,Utsiktens BK,Sweden,Superettan,Second Tier
272587,60,2022-07-01,€4.50m,SC Freiburg,Germany,Bundesliga,First Tier
272622,931,2022-08-10,€17.80m,Fulham FC,England,Premier League,First Tier
272631,11282,2024-06-30,End of loan,Alanyaspor,Türkiye,Süper Lig,First Tier
272642,18487,2023-07-30,€27.20m,Al-Ahli SFC,Saudi Arabia,Saudi Pro League,First Tier
272812,410,2022-08-29,€1.50m,Udinese Calcio,Italy,Serie A,First Tier
272855,180,2024-06-30,End of loan,Southampton FC,England,Championship,Second Tier
272999,762,2019-01-31,€24.00m,Newcastle United,England,Premier League,First Tier
273101,5225,2019-07-01,?,FC Zbrojovka Brno,Czech Republic,Fortuna Narodni liga,Second Tier
273132,89,2023-08-15,€13.00m,1.FC Union Berlin,Germany,Bundesliga,First Tier
273669,2036,2022-07-01,free transfer,1.FC Heidenheim 1846,Germany,Bundesliga,First Tier
274047,8031,2022-01-22,free transfer,Neftchi Baku,Azerbaijan,Premyer Liqa,First Tier
274344,2381,2024-01-26,?,Sivasspor,Türkiye,Süper Lig,First Tier
274461,80,2023-07-01,free transfer,VfL Bochum,Germany,Bundesliga,First Tier
274839,1003,2017-01-03,€17.60m,Leicester City,England,Championship,Second Tier
274862,995,2020-07-01,€5.00m,FC Nantes,France,Ligue 1,First Tier
275218,209,2024-06-30,End of loan,CA River Plate,Argentina,Professional Football League,First Tier
275249,415,2023-08-04,€2.50m,FC Toulouse,France,Ligue 1,First Tier
275303,800,2017-01-31,€1.04m,Atalanta BC,Italy,Serie A,First Tier
275683,7160,2023-01-16,?,Eyüpspor,Türkiye,1.Lig,Second Tier
275935,3840,2023-07-21,free transfer,Adana Demirspor,Türkiye,Süper Lig,First Tier
275939,5544,2023-07-11,free transfer,1.FC Slovacko,Czech Republic,Fortuna Liga,First Tier
276030,4294,2023-07-03,free transfer,SC Farense,Portugal,Liga Portugal,First Tier
276337,7775,2024-01-31,free transfer,Hatayspor,Türkiye,Süper Lig,First Tier
276764,43,2022-07-01,free transfer,Heart of Midlothian FC,Scotland,Scottish Premiership,First Tier
276896,244,2022-06-30,End of loan,Olympique Marseille,France,Ligue 1,First Tier
277033,989,2024-05-31,End of loan,AFC Bournemouth,England,Premier League,First Tier
277114,27221,2023-07-23,free transfer,Al-Fateh SC,Saudi Arabia,Saudi Pro League,First Tier
277137,940,2020-08-04,free transfer,Celta de Vigo,Spain,LaLiga,First Tier
277179,23826,2024-06-30,End of loan,RB Leipzig,Germany,Bundesliga,First Tier
277384,237,2019-07-01,€1.50m,RCD Mallorca,Spain,LaLiga,First Tier
278296,237,2016-07-01,free transfer,RCD Mallorca,Spain,LaLiga,First Tier
278332,18,2018-06-30,End of loan,Borussia Mönchengladbach,Germany,Bundesliga,First Tier
278343,167,2020-07-01,€7.00m,FC Augsburg,Germany,Bundesliga,First Tier
278359,150,2024-06-30,End of loan,Real Betis Balompié,Spain,LaLiga,First Tier
278531,749,2023-07-01,€2.50m,FC Empoli,Italy,Serie A,First Tier
278676,255,2022-07-01,free transfer,Legia Warszawa,Poland,PKO BP Ekstraklasa,First Tier
278837,1108,2019-07-01,€2.00m,Deportivo Alavés,Spain,LaLiga,First Tier
279009,39,2023-08-22,€3.00m,1.FSV Mainz 05,Germany,Bundesliga,First Tier
279455,931,2021-07-24,€14.00m,Fulham FC,England,Premier League,First Tier
279570,738,2023-07-12,free transfer,Le Havre AC,France,Ligue 1,First Tier
280178,515,2024-07-01,,,,,
280312,9644,2021-07-01,€125k,Raków Częstochowa,Poland,PKO BP Ekstraklasa,First Tier
280387,415,2023-01-23,€700k,FC Toulouse,France,Ligue 1,First Tier
280409,465,2024-07-01,,St. Mirren FC,Scotland,Scottish Premiership,First Tier
280491,7160,2022-07-01,free transfer,Eyüpspor,Türkiye,1.Lig,Second Tier
280575,167,2022-07-27,€1.70m,FC Augsburg,Germany,Bundesliga,First Tier
280730,681,2023-09-01,€3.00m,Real Sociedad,Spain,LaLiga,First Tier
280864,1897,2019-01-01,?,FC Hradec Kralove,Czech Republic,Fortuna Liga,First Tier
280875,715,2023-02-15,?,Bohemians Prague 1905,Czech Republic,Fortuna Liga,First Tier
280939,2300,2014-07-22,€2k,Jagiellonia Bialystok,Poland,PKO BP Ekstraklasa,First Tier
281376,22431,2020-01-29,free transfer,Stal Mielec,Poland,PKO BP Ekstraklasa,First Tier
281404,366,2022-09-01,€500k,Real Valladolid CF,Spain,LaLiga2,Second Tier
281769,13,2019-07-18,€25.00m,Atlético de Madrid,Spain,LaLiga,First Tier
281906,941,2024-06-30,End of loan,FC Viktoria Plzen,Czech Republic,Fortuna Liga,First Tier
281928,3837,2013-08-01,,Fredrikstad FK,Norway,Eliteserien,First Tier
281963,583,2023-07-09,€45.00m,Paris Saint-Germain,France,Ligue 1,First Tier
281989,3709,2022-07-25,€5.00m,Getafe CF,Spain,LaLiga,First Tier
282041,583,2015-07-01,,Paris Saint-Germain,France,Ligue 1,First Tier
282144,1005,2023-07-01,€1.60m,US Lecce,Italy,Serie A,First Tier
282169,607,2023-07-07,€250k,Venezia FC,Italy,Serie B,Second Tier
282349,269,2022-07-01,€250k,Holstein Kiel,Germany,2. Bundesliga,Second Tier
282388,6195,2023-07-01,€12.00m,SSC Napoli,Italy,Serie A,First Tier
282411,13,2019-07-01,€30.00m,Atlético de Madrid,Spain,LaLiga,First Tier
282421,472,2023-07-01,free transfer,UD Las Palmas,Spain,LaLiga,First Tier
282429,148,2024-05-31,End of loan,Tottenham Hotspur,England,Premier League,First Tier
282434,9644,2023-01-01,€400k,Raków Częstochowa,Poland,PKO BP Ekstraklasa,First Tier
282488,7160,2023-08-01,?,Eyüpspor,Türkiye,1.Lig,Second Tier
282560,3205,2021-01-20,€220k,Kayserispor,Türkiye,Süper Lig,First Tier
282660,79,2023-07-01,€500k,VfB Stuttgart,Germany,Bundesliga,First Tier
282672,472,2019-06-30,End of loan,UD Las Palmas,Spain,LaLiga,First Tier
282700,3368,2024-06-30,End of loan,Levante UD,Spain,LaLiga2,Second Tier
282722,150,2024-06-30,End of loan,Real Betis Balompié,Spain,LaLiga,First Tier
282726,3329,2024-12-31,End of loan,FC Famalicão,Portugal,Liga Portugal,First Tier
282734,338,2024-06-30,End of loan,Dynamo Kyiv,Ukraine,Premier Liga,First Tier
282810,940,2023-07-01,€5.20m,Celta de Vigo,Spain,LaLiga,First Tier
282823,148,2022-12-31,End of loan,Tottenham Hotspur,England,Premier League,First Tier
283170,131,2022-06-30,End of loan,FC Barcelona,Spain,LaLiga,First Tier
283196,58,2023-07-07,€5.00m,RSC Anderlecht,Belgium,Jupiler Pro League,First Tier
283225,24575,2023-08-04,?,HNK Gorica,Croatia,SuperSport HNL,First Tier
283227,415,2021-08-17,€538k,FC Toulouse,France,Ligue 1,First Tier
283497,2036,2024-07-01,free transfer,1.FC Heidenheim 1846,Germany,Bundesliga,First Tier
283580,968,2022-07-01,free transfer,KVC Westerlo,Belgium,Jupiler Pro League,First Tier
283614,13726,2023-08-18,free transfer,MFK Karvina,Czech Republic,Fortuna Liga,First Tier
283621,941,2019-07-01,€600k,FC Viktoria Plzen,Czech Republic,Fortuna Liga,First Tier
283628,379,2020-07-27,€16.20m,West Ham United,England,Premier League,First Tier
283735,398,2022-07-01,€7.10m,SS Lazio,Italy,Serie A,First Tier
283765,23184,2020-03-26,free transfer,KFUM-Kameratene Oslo,Norway,Eliteserien,First Tier
283994,39,2023-01-24,€6.00m,1.FSV Mainz 05,Germany,Bundesliga,First Tier
284010,18,2023-07-01,€1.10m,Borussia Mönchengladbach,Germany,Bundesliga,First Tier
284165,610,2022-07-08,€31.25m,Ajax Amsterdam,Netherlands,Eredivisie,First Tier
284248,89,2021-07-01,free transfer,1.FC Union Berlin,Germany,Bundesliga,First Tier
284270,18,2023-06-30,End of loan,Borussia Mönchengladbach,Germany,Bundesliga,First Tier
284595,1390,2023-07-18,€2.00m,Cagliari Calcio,Italy,Serie A,First Tier
284730,281,2022-09-01,€20.00m,Manchester City,England,Premier League,First Tier
284732,16,2023-07-01,free transfer,Borussia Dortmund,Germany,Bundesliga,First Tier
284769,60,2023-07-01,€1.50m,SC Freiburg,Germany,Bundesliga,First Tier
284854,3709,2021-07-10,€5.00m,Getafe CF,Spain,LaLiga,First Tier
284857,631,2022-08-05,€65.30m,Chelsea FC,England,Premier League,First Tier
284871,5689,2024-01-09,free transfer,Cracovia,Poland,PKO BP Ekstraklasa,First Tier
284883,720,2024-06-30,End of loan,FC Porto,Portugal,Liga Portugal,First Tier
284884,368,2024-06-30,End of loan,Sevilla FC,Spain,LaLiga,First Tier
285283,370,2023-07-06,?,Aberdeen FC,Scotland,Scottish Premiership,First Tier
285322,2727,2022-08-12,free transfer,Oud-Heverlee Leuven,Belgium,Jupiler Pro League,First Tier
285323,273,2021-08-17,€14.00m,Stade Rennais FC,France,Ligue 1,First Tier
285771,1444,2023-07-28,free transfer,Racing Club,Argentina,Professional Football League,First Tier
285845,1041,2023-08-07,free transfer,Olympique Lyon,France,Ligue 1,First Tier
286005,354,2024-06-30,End of loan,KV Mechelen,Belgium,Jupiler Pro League,First Tier
286044,41274,2022-07-01,,Beerschot V.A.,Belgium,Challenger Pro League,Second Tier
286047,148,2023-07-01,€18.50m,Tottenham Hotspur,England,Premier League,First Tier
286297,12,2017-07-01,€10.00m,AS Roma,Italy,Serie A,First Tier
286384,1050,2024-01-01,free transfer,Villarreal CF,Spain,LaLiga,First Tier
286415,244,2022-07-01,€12.00m,Olympique Marseille,France,Ligue 1,First Tier
286772,7378,2023-07-06,€1.50m,Portimonense SC,Portugal,Liga Portugal,First Tier
286908,1075,2015-07-01,,SC Braga,Portugal,Liga Portugal,First Tier
287051,1211,2023-07-01,free transfer,Port Vale FC,England,League One,Third Tier
287235,6107,2021-07-01,free transfer,Arka Gdynia,Poland,Fortuna 1 Liga,Second Tier
287579,430,2024-06-30,End of loan,ACF Fiorentina,Italy,Serie A,First Tier
287600,5689,2023-07-01,€450k,Cracovia,Poland,PKO BP Ekstraklasa,First Tier
287635,290,2023-08-10,€500k,AJ Auxerre,France,Ligue 2,Second Tier
287920,89,2024-06-30,End of loan,1.FC Union Berlin,Germany,Bundesliga,First Tier
288225,273,2023-07-05,€15.00m,Stade Rennais FC,France,Ligue 1,First Tier
288230,583,2023-08-12,€50.00m,Paris Saint-Germain,France,Ligue 1,First Tier
288253,336,2022-07-01,€10.00m,Sporting CP,Portugal,Liga Portugal,First Tier
288255,985,2024-06-30,End of loan,Manchester United,England,Premier League,First Tier
288259,385,2024-01-12,End of loan,Fortuna Sittard,Netherlands,Eredivisie,First Tier
288318,3302,2022-08-24,€1.00m,UD Almería,Spain,LaLiga,First Tier
288323,677,2022-07-15,€700k,Ipswich Town,England,Championship,Second Tier
288340,167,2023-07-12,€2.20m,FC Augsburg,Germany,Bundesliga,First Tier
288390,18544,2023-07-01,,Al-Nassr FC,Saudi Arabia,Saudi Pro League,First Tier
288429,167,2020-06-30,End of loan,FC Augsburg,Germany,Bundesliga,First Tier
288827,28893,2018-07-01,free transfer,Puszcza Niepolomice,Poland,PKO BP Ekstraklasa,First Tier
288858,2381,2022-07-01,free transfer,Sivasspor,Türkiye,Süper Lig,First Tier
288948,987,2022-08-13,free transfer,Motherwell FC,Scotland,Scottish Premiership,First Tier
289075,660,2022-08-05,€2.00m,Shakhtar Donetsk,Ukraine,Premier Liga,First Tier
289165,6112,2022-08-31,free transfer,Piast Gliwice,Poland,PKO BP Ekstraklasa,First Tier
289172,2300,2022-07-28,free transfer,Jagiellonia Bialystok,Poland,PKO BP Ekstraklasa,First Tier
289255,515,2024-07-01,,,,,
289257,1108,2022-07-11,free transfer,Deportivo Alavés,Spain,LaLiga,First Tier
289404,260,2022-07-01,free transfer,FC Zürich,Switzerland,Super League,First Tier
289432,618,2023-07-21,?,AS Saint-Étienne,France,Ligue 2,Second Tier
289446,1390,2024-02-01,free transfer,Cagliari Calcio,Italy,Serie A,First Tier
289592,703,2024-06-30,End of loan,Nottingham Forest,England,Premier League,First Tier
289648,623,2023-02-03,€5.00m,New York Red Bulls,United States,Major League Soccer,First Tier
289713,10484,2022-01-12,€800k,Kasimpasa,Türkiye,Süper Lig,First Tier
289835,86,2022-07-01,€4.00m,SV Werder Bremen,Germany,Bundesliga,First Tier
290017,410,2023-06-30,End of loan,Udinese Calcio,Italy,Serie A,First Tier
290249,3709,2018-07-01,€2.15m,Getafe CF,Spain,LaLiga,First Tier
290256,656,2024-05-01,,Al-Sadd SC,Qatar,Qatar Stars League,First Tier
290261,157,2020-07-01,€6.00m,KAA Gent,Belgium,Jupiler Pro League,First Tier
290271,7154,2021-07-24,?,Radomiak Radom,Poland,PKO BP Ekstraklasa,First Tier
290273,1533,2021-06-30,End of loan,SD Eibar,Spain,LaLiga2,Second Tier
290336,10484,2024-02-09,free transfer,Kasimpasa,Türkiye,Süper Lig,First Tier
290346,366,2024-07-01,€1.00m,Real Valladolid CF,Spain,LaLiga2,Second Tier
290391,336,2020-08-21,€3.75m,Sporting CP,Portugal,Liga Portugal,First Tier
290532,379,2024-06-30,End of loan,West Ham United,England,Premier League,First Tier
290537,1096,2020-07-01,€1.00m,Royal Antwerp FC,Belgium,Jupiler Pro League,First Tier
290587,24,2023-07-05,free transfer,Eintracht Frankfurt,Germany,Bundesliga,First Tier
290801,1194,2024-05-31,End of loan,Rotherham United,England,Championship,Second Tier
291200,703,2022-07-06,€10.00m,Nottingham Forest,England,Premier League,First Tier
291399,152,2024-06-30,End of loan,Samsunspor,Türkiye,Süper Lig,First Tier
291417,418,2019-07-01,€48.00m,Real Madrid,Spain,LaLiga,First Tier
291548,7775,2022-07-19,€400k,Hatayspor,Türkiye,Süper Lig,First Tier
291739,114,2023-08-16,€5.25m,Besiktas JK,Türkiye,Süper Lig,First Tier
291750,2293,2021-07-05,free transfer,Konyaspor,Türkiye,Süper Lig,First Tier
291760,126,2023-02-17,free transfer,Caykur Rizespor,Türkiye,Süper Lig,First Tier
291927,7775,2022-07-01,free transfer,Hatayspor,Türkiye,Süper Lig,First Tier
291939,515,2024-07-01,,,,,
292130,6110,2022-07-01,free transfer,Korona Kielce,Poland,PKO BP Ekstraklasa,First Tier
292139,164,2022-08-01,€2.00m,Blackburn Rovers,England,Championship,Second Tier
292199,449,2016-06-30,End of loan,Trabzonspor,Türkiye,Süper Lig,First Tier
292246,543,2022-07-01,€16.70m,Wolverhampton Wanderers,England,Premier League,First Tier
292356,798,2022-08-31,€450k,Excelsior Rotterdam,Netherlands,Eredivisie,First Tier
292365,2423,2021-07-01,free transfer,CD Santa Clara,Portugal,Liga Portugal 2,Second Tier
292417,7732,2023-09-07,€9.30m,Al-Ettifaq FC,Saudi Arabia,Saudi Pro League,First Tier
292520,1897,2021-07-01,?,FC Hradec Kralove,Czech Republic,Fortuna Liga,First Tier
292534,35,2021-07-01,€600k,FC St. Pauli,Germany,2. Bundesliga,Second Tier
292779,62,2020-01-01,€770k,SK Slavia Prague,Czech Republic,Fortuna Liga,First Tier
292808,1003,2022-09-01,€17.00m,Leicester City,England,Championship,Second Tier
292812,23,2023-01-24,free transfer,Eintracht Braunschweig,Germany,2. Bundesliga,Second Tier
292818,940,2023-07-18,free transfer,Celta de Vigo,Spain,LaLiga,First Tier
292820,738,2022-08-17,?,Le Havre AC,France,Ligue 1,First Tier
293194,610,2023-09-01,€8.00m,Ajax Amsterdam,Netherlands,Eredivisie,First Tier
293200,416,2023-08-08,€10.60m,Torino FC,Italy,Serie A,First Tier
293213,114,2023-02-02,€3.20m,Besiktas JK,Türkiye,Süper Lig,First Tier
293281,533,2024-06-30,End of loan,TSG 1899 Hoffenheim,Germany,Bundesliga,First Tier
293355,1496,2022-07-01,?,FK Pardubice,Czech Republic,Fortuna Liga,First Tier
293357,941,2023-12-31,End of loan,FC Viktoria Plzen,Czech Republic,Fortuna Liga,First Tier
293359,5546,2023-01-23,?,FK Mlada Boleslav,Czech Republic,Fortuna Liga,First Tier
293360,1322,2020-08-11,€150k,FK Jablonec,Czech Republic,Fortuna Liga,First Tier
293366,1897,2023-07-06,?,FC Hradec Kralove,Czech Republic,Fortuna Liga,First Tier
293385,23826,2020-01-25,€29.00m,RB Leipzig,Germany,Bundesliga,First Tier
293998,6890,2023-08-25,free transfer,Basaksehir FK,Türkiye,Süper Lig,First Tier
294057,148,2023-07-01,€46.30m,Tottenham Hotspur,England,Premier League,First Tier
